产品类别,标题,价格,店铺,用户,评论内容,SKU,评论日期,购买地
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,柏***儿,马桶非常喜欢，一直想换智能马桶，这次终于下定决心换了这个，方便洗屁屁，而且一点也不反味儿，,【无水压限制】脚感除臭 H3C,2024/6/22,北京
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,晏***雋,坐标青岛，还是信赖海尔，这款智能马桶功能强大，颜值也非常高，很漂亮非常喜欢。脚触功能实用，冲水力度强大，海尔的安装师傅非常专业，沟通顺畅，免费拆旧安装。相信京东相信海尔。,【无水压限制】脚感除臭 H3C,2023/6/10,山东
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***n,外观爆赞 白色简洁干净  第一次用智能马桶 体验很好  冲水量很大  脚触功能很实用,【无水压限制】脚感除臭 H3C,2023/6/12,天津
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,剑***仙,这款算是海尔智能马桶的天花板了，各种配置都有，自动翻盖冲水吹风，太好用了，从此解放双手，也不用担心痔疮了。特别表扬一下海尔的安装师傅，服务热情周到，非常专业,【无水压限制】自动翻盖 H3K,2024/5/25,天津
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,兔***n,6.18的活动，买了两次马桶，之前一次量错坑距，又重买了，安装的师傅非常热心，认真负责，安装到位，京东送货快，值得信赖。海尔的马桶之前就买过，售后有保障，值得售买。,【无水压限制】脚感除臭 H3C,2024/6/18,江苏
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***x,使用了几天之后才来评价的  感觉不错  冲力很强  脚感冲水方便  感应很灵敏,【无水压限制】脚感除臭 H3C,2023/7/2,河北
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,l***9,外观好看，简洁大方使用方便，满足了我各种需求离座冲水很好用断电也可用节水节电客服小姐姐百问不厌，总之，就是，很满意，没有后悔购买,【无水压限制】脚感除臭 H3C,2023/7/31,山东
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,不***_,泡沫盾功能超级好用，而且自动开盖不受人经过影响。最好的就是离座关盖冲水功能。,【全新升级】重磅新品 H3Es,2024/12/23,湖北
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,黑***户,马桶非常漂亮，冲水力度很大，感应灵敏。安装师傅很有经验，又快又好。,【无水压限制】脚感除臭 H3C,2023/7/9,江苏
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,不***风,马桶功能强大，冲洗很干净很舒服，按摩助便功能非常实用。就是去肛肠科才知道要对屁屁好点，后悔没早点买。,【无水压限制】脚感除臭 H3C,2022/11/21,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,a***j,马桶盖有遐思商家补偿了30E卡，都安装完了才发现马桶座圈还有划痕，装完了也不能退换了,【全新升级】重磅新品 H3Es,2024/10/29,黑龙江
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,我***西,卫生间比较小，楼层也比较高，水压不够强，所以特意挑了这款。整体还不错，安装师傅也比较负责，客服也很负责。第一次买海尔的马桶，希望好用吧！,【无水压限制】脚感除臭 H3C,2023/9/30,北京
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,C***l,外观好看，釉面光亮，大小合适，不是很占空间，使用的体验感很好,【无水压限制】脚感除臭 H3C,2023/1/30,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,L***E,选了很多款，最终决定买这个，是因为海尔的售后比其他家好很多，家里很多电器都是海尔的，售后方便。这款马桶用起来很不错，赞一个!,【无水压限制】脚感除臭 H3C,2022/9/3,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,u***y,这款马桶真心不错，不需要水压，占地面积不大，非常适合小户型，用着也不错，完美。,【无水压限制】脚感除臭 H3C,2022/9/1,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,李***V,马桶很轻便，功能齐全，安装师傅态度很好，使用感觉也很不错，好评,【无水压限制】脚感除臭 H3C,2023/1/8,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,不***汤,一冲就走，非常得劲，618搞活动买的，感觉非常实惠，海尔，国产品牌的骄傲，颜值很高，坐上去很舒服，一定是按照人体什么学设计的，自从买了它，我每次上厕所都不想起来，舒服,【无水压限制】脚感除臭 H3C,2023/7/18,江苏
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***x,给家里人买的，很好用，感应冲洗什么的都没问题，风温有两档,【全新升级】重磅新品 H3Es,2024/12/26,上海
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,永***宝,海尔马桶外观漂亮，使用起来也很多功能，很方便。用上了智能马桶，感觉整个生活品质都有了提升，还是推荐大家有需求可以考虑一下。,【无水压限制】脚感除臭 H3C,2023/8/18,河北
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***c,外观设计漂亮，尺寸大小合适，包装仔细完整，宝贝手感不错，感觉很好，发货速度快，服务态度一流，给力！5星好评！🌈质量很好，买的很合我心意💕，棒棒哒！✨需要的亲们可以放心购买,【无水压限制】自动翻盖 H3E,2022/11/12,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,古***子,用了一段时间了，感觉还不错，全智能最大优势是自清洁很棒，不用为清洁马桶烦恼了,【全新升级】重磅新品 H3Es,2025/1/3,广西
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,繁***锦,马桶非常好，无需担心水压问题，师傅安装很专业，安装很认真。,【无水压限制】泡沫防溅 H3D,2024/6/4,山东
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,微***达,家里换马桶这次选择智能马桶，对比了好多牌子最后选择海尔，已经用了一周了 方便又智能 功能人性化 釉面好清洁不留污垢 总之很满意,【无水压限制】脚感除臭 H3C,2023/3/17,天津
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,S***r,颜值非常的高，智能功能一应俱全，尤其脚踢感应真是男士福音，泡泡盾很免密防臭又防溅,【无水压限制】自动翻盖 H3K,2024/4/3,上海
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***6,海尔智能马桶送到了也安装好了师傅服务很周到细致，马桶质量很好，功能性强，操作方便。,【全新升级】重磅新品 H3Es,2024/12/11,陕西
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***4,各种挑选，终于选到了自己满意的智能马桶！目前用了一天，很满意，也能调到适合自己的模式，很喜欢～,【全新升级】重磅新品 H3Es,2024/12/14,陕西
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***v,马桶安装完毕，非常美观大方。细节功能还没使用，但是看起来很不错？具体等用一段时间再看，不过海尔大品牌应该没问题。,【无水压限制】脚感除臭 H3C,2022/8/7,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,小***青,马桶质量挺好的，颜值非常高，家里人都很喜欢，客服也很耐心，大品牌值得信赖，安装人员也很专业，希望能用得久一点，值得回购。,【无水压限制】脚感除臭 H3C,2023/4/18,四川
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,8***4,马桶很高级，以旧换新购入的，价格非常合适，性价比超级高的马桶，大人小孩用着都放心。,【无水压限制】自动翻盖 H3K,2024/7/26,山东
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,9***4,推荐推荐，非常好用，特别是几大功能都是十分需要的，冲洗也十分干净，真的好用,【全新升级】重磅新品 H3Es,2025/1/4,四川
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,u***x,马桶外观设计漂亮，功能强大，使用很方便。建议有条件的家庭都换上智能马桶。,【无水压限制】脚感除臭 H3C,2023/3/19,北京
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***6,很智能，进卫生间自动抬盖，脚靠近自动翻座圈，解放双手，坐圈温度可调，水是即热的，目前用着很好，静观后效,【无水压限制】自动翻盖 H3E,2022/11/14,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,j***c,已经安装好了，外观设计美观大方，自动翻盖很灵敏，小夜灯很方便，海尔品牌值得信赖,【无水压限制】自动翻盖 H3E,2023/9/11,江苏
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,5***5,排水改过管，问了一圈只有海尔的客服对水压比较自信，也比较耐心，双水路带水箱即热式除了自动开盖几乎都有了，很满意的购物。使用感觉非常好，感谢客服。,【无水压限制】脚感除臭 H3C,2023/2/5,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,年***勉,很好用的马桶，比我之前箭牌（芯片换了三次容易坏）的好用多，就看质量是不是很稳定了。,【无水压限制】自动翻盖 H3E,2023/3/16,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,l***0,京东下单送货上门，速度，东西质量有保障，海尔，大品牌，期待好用，安装小哥服务很好，非常满意！,【无水压限制】泡沫防溅 H3D,2024/8/4,北京
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,6***r,好看，使用起来，除了暖风感觉没太暖和外，蛮好的，带水箱，我是超高层，冲水很好，棒棒哒，目前没有啥问题,【无水压限制】脚感除臭 H3C,2022/11/13,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,s***-,水压可调节，范围大，恒温的坐垫很舒服，安装师傅态度很好,【无水压限制】脚感除臭 H3C,2022/6/20,
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,u***t,这个马桶非常高级，有过滤装置，对比两年前购买的海尔马桶，感觉这个更柔和，很舒适。,【无水压限制】自动翻盖 H3K,2023/11/9,河南
智能马桶,海尔（Haier）母婴级智能马桶 泡沫盾3.0 零水压男士小冲全自动坐便器H3D-V30KS,1911.2,海尔卫浴京东自营旗舰店,银***牛,泡沫丰富，洁净舒适，小夜灯方便不晃眼。以旧换新：物超所值，推荐购买。,【全新升级】重磅新品 H3Es,2024/11/25,内蒙古
